Customer_ID,Product_ID,Transaction_ID,Purchase_Frequency,Average_Order_Value,Most_Frequent_Category,Time_Between_Purchases,Region,Churn_Probability,Lifetime_Value,Launch_Date,Peak_Sales_Date,Season,Preferred_Purchase_Times,Retention_Strategy,Sales Amount,Cost,Profit,Units Sold,Sales Date,Profit Margin
CUST_VEUNBA,PROD_JVZ3S7,TRANS_M4AAE8,10,175.95,Home,84,North America,0.7,6969.86,2020-08-27,2023-01-20,Fall,Afternoon,Discount,536.7097173684814,1114.768688347215,-578.0589709787336,852,2023-12-18,-107.7042118434132
CUST_1YBNUA,PROD_XGFN9V,TRANS_2WGOH0,2,144.98,Clothing,28,Europe,0.19,1421.33,2022-07-02,2023-12-28,Summer,Afternoon,Discount,3800.825060434359,445.668838637453,3355.156221796906,134,2023-11-25,88.27441853936519
CUST_7DM9MD,PROD_SXP4OX,TRANS_YNU0SK,11,142.42,Electronics,47,Asia,0.17,7319.57,2022-07-28,2023-01-28,Spring,Afternoon,Discount,725.7960698126507,1442.1025509333256,-716.3064811206749,690,2023-09-23,-98.69252685614221
CUST_BSCBUW,PROD_8V46JU,TRANS_RH3PFF,5,180.71,Clothing,78,Asia,0.42,5334.68,2020-04-11,2023-02-15,Fall,Afternoon,Discount,4147.731388237389,1641.7425604874072,2505.988827749982,365,2023-01-29,60.41830082962344
CUST_V58BDN,PROD_NXLHIA,TRANS_DU9WBQ,3,25.19,Clothing,7,North America,0.28,4825.61,2022-11-27,2023-06-28,Fall,Afternoon,Email Campaign,3931.937629584891,115.32164201464967,3816.6159875702415,740,2023-05-19,97.06705312040201
CUST_OZHFFR,PROD_RB6QI2,TRANS_ZJT6A4,6,104.96,Sports,75,North America,0.53,8133.18,2022-10-16,2023-05-05,Winter,Evening,Loyalty Program,3572.8490189405848,3268.4284064617896,304.4206124787952,575,2023-12-14,8.520388375354901
CUST_1LLB8R,PROD_CPOQC4,TRANS_Z769E9,8,177.32,Sports,65,Europe,0.89,5933.12,2020-06-23,2023-01-05,Winter,Evening,Email Campaign,277.1858645713344,1468.813939437267,-1191.6280748659326,780,2023-11-08,-429.90218015221495
CUST_MPP72X,PROD_6A4E38,TRANS_OWVVK6,14,186.39,Sports,54,North America,0.58,9494.19,2021-06-15,2023-02-18,Spring,Afternoon,Email Campaign,1585.32894413211,2342.651754831581,-757.3228106994709,425,2023-03-26,-47.770704843471336
CUST_PYEA9B,PROD_I17HJQ,TRANS_IJBT3V,15,85.33,Home,40,Asia,0.66,8371.34,2022-08-27,2023-10-22,Fall,Evening,Loyalty Program,1389.25159256313,342.1545897202761,1047.097002842854,415,2023-09-06,75.3713012422026
CUST_XQS15N,PROD_A9YVRB,TRANS_LA4SU4,19,171.86,Sports,13,Asia,0.08,3893.91,2021-01-24,2023-03-05,Fall,Morning,Discount,1864.6683966104436,741.2374735648067,1123.430923045637,770,2023-12-17,60.24829535845553
CUST_EVN6W5,PROD_SQNBSM,TRANS_T1D8OP,4,170.92,Clothing,70,North America,0.11,3670.64,2022-02-03,2023-09-04,Spring,Morning,Email Campaign,529.4494591428088,3564.2902150438617,-3034.840755901053,656,2023-11-10,-573.206885660915
CUST_0C18PG,PROD_HRK3UF,TRANS_1BTI5I,12,153.35,Clothing,15,Europe,0.63,1161.93,2021-07-18,2023-04-13,Fall,Morning,Loyalty Program,4691.093332852208,2454.3157351370633,2236.7775977151446,512,2023-08-21,47.681370610359885
CUST_5G504K,PROD_G9EXJW,TRANS_SH5BR8,14,159.33,Electronics,77,Europe,0.44,729.7,2021-03-28,2023-08-25,Summer,Evening,Discount,2813.6309794906438,3803.621998173418,-989.9910186827742,385,2023-11-04,-35.185531645731096
CUST_O7M0U6,PROD_ZSYFPE,TRANS_8LBRO3,17,60.94,Sports,42,Asia,0.39,3011.72,2022-08-25,2023-01-31,Summer,Afternoon,Discount,1597.0691222243154,3995.062635845702,-2397.9935136213867,388,2023-03-02,-150.1496385004041
CUST_ER1TR6,PROD_1TYIBV,TRANS_0WYAAH,15,21.64,Clothing,73,Europe,0.2,6478.71,2020-08-23,2023-07-17,Fall,Afternoon,Loyalty Program,2045.2094336639886,1518.8474555657228,526.3619780982658,815,2023-09-30,25.73633631032541
CUST_MTW0ZY,PROD_BF8ZFA,TRANS_M7XXGD,9,21.04,Home,33,North America,0.44,9257.87,2020-10-30,2023-12-22,Winter,Evening,Email Campaign,2291.2924484736945,1230.2721031289348,1061.0203453447598,449,2023-08-07,46.30663126618955
CUST_OQDOHP,PROD_62YUUF,TRANS_LETBB6,17,76.64,Sports,42,Asia,0.6,8763.62,2021-03-06,2023-09-27,Fall,Morning,Loyalty Program,3042.9122334670246,3440.5064178784323,-397.5941844114077,564,2023-10-13,-13.066238981148595
CUST_SIP61V,PROD_L4RKJ3,TRANS_JTUU2K,3,165.13,Clothing,12,North America,0.5,3507.43,2022-04-09,2023-04-26,Fall,Afternoon,Loyalty Program,2626.829195712839,3994.5151367979443,-1367.6859410851052,303,2023-09-06,-52.0660400500063
CUST_JDZCYR,PROD_4IC1XJ,TRANS_2IZQMZ,18,156.35,Clothing,57,Europe,0.02,8824.96,2020-02-22,2023-12-28,Fall,Afternoon,Loyalty Program,4605.020668750645,2537.0828752182065,2067.9377935324387,99,2023-03-13,44.90615661218033
CUST_NVJJ7X,PROD_599YPO,TRANS_GF90U2,15,188.61,Sports,19,North America,0.42,1402.64,2022-09-20,2023-07-30,Fall,Afternoon,Discount,2535.1210662385683,3190.805853920513,-655.6847876819447,973,2023-10-20,-25.864042408625597
CUST_JM28RI,PROD_D9T9PC,TRANS_Y8BVDY,18,156.58,Home,21,Asia,0.06,8000.08,2020-07-18,2023-01-26,Spring,Evening,Loyalty Program,4961.574272634232,3137.896142320334,1823.6781303138982,306,2023-07-17,36.75603810614042
CUST_H4QSSS,PROD_4DSCB3,TRANS_CV21HT,1,145.85,Clothing,40,Europe,0.72,1338.08,2022-08-28,2023-01-05,Winter,Morning,Loyalty Program,4271.982292950969,1453.5918474672105,2818.3904454837584,557,2023-03-21,65.97383257262733
CUST_DUUUVJ,PROD_92PQSC,TRANS_OTJWTP,12,78.52,Electronics,24,Asia,0.86,7521.31,2021-09-30,2023-07-04,Winter,Evening,Loyalty Program,1121.7015203509454,2318.3680020154943,-1196.6664816645489,42,2023-05-17,-106.68314698282207
CUST_K7MLJO,PROD_FXSVPH,TRANS_4S4TRR,10,21.06,Clothing,42,Europe,0.05,1611.27,2022-05-03,2023-12-23,Winter,Evening,Loyalty Program,4659.91655175519,3340.574917993644,1319.3416337615463,991,2023-08-01,28.312559229512534
CUST_8HV3GU,PROD_ASKZO0,TRANS_TUXAMR,17,83.8,Electronics,76,Europe,0.52,7927.13,2020-07-31,2023-07-11,Winter,Morning,Loyalty Program,670.1953496388328,2768.0498112311693,-2097.8544615923365,468,2023-11-23,-313.0213396322232
CUST_9G5CTN,PROD_KPJX3I,TRANS_YWH0SW,15,116.1,Home,23,North America,0.57,277.47,2021-01-31,2023-02-26,Winter,Morning,Loyalty Program,4105.503571606839,133.5970652290511,3971.9065063777875,440,2023-04-17,96.74590308109845
CUST_X536V9,PROD_TSKTW9,TRANS_8EKUI0,14,174.74,Sports,18,South America,0.24,2657.05,2022-11-25,2023-07-11,Summer,Morning,Discount,1965.0541380352424,1379.9873921452574,585.066745889985,327,2023-07-26,29.77356880736952
CUST_L0R1WZ,PROD_ZHOQZ3,TRANS_732HWE,11,102.66,Clothing,21,South America,0.51,6423.28,2020-10-11,2023-06-15,Fall,Morning,Discount,4402.07417018084,620.6790015486912,3781.395168632149,569,2023-06-01,85.90030568423627
CUST_44UGK5,PROD_R1F3MN,TRANS_A5E9TL,4,70.03,Sports,50,Europe,0.18,8017.41,2021-10-05,2023-09-14,Summer,Afternoon,Loyalty Program,4353.477781526507,970.2402377082544,3383.2375438182526,33,2023-05-13,77.71344459766489
CUST_ES9RKE,PROD_KJ7HFM,TRANS_H6M8NB,10,121.21,Clothing,87,South America,0.17,900.39,2020-07-03,2023-09-29,Summer,Morning,Loyalty Program,4049.0344605763435,3626.6834360907364,422.351024485607,412,2023-06-15,10.430907135956783
CUST_JEGS1Q,PROD_TVZ768,TRANS_T9D42E,11,114.68,Sports,51,North America,0.23,4037.01,2022-05-07,2023-04-20,Fall,Afternoon,Email Campaign,3971.1491379046006,195.7284911975342,3775.420646707066,626,2023-06-29,95.07123796159387
CUST_4BCNBJ,PROD_911H0X,TRANS_LSUEJI,9,101.55,Home,17,Asia,0.74,3606.64,2020-02-25,2023-12-02,Fall,Evening,Email Campaign,1592.9277815803998,918.2128122495988,674.7149693308011,812,2023-05-01,42.35690890276222
CUST_JOOPXB,PROD_IHJAA8,TRANS_GKCVVL,13,185.76,Clothing,40,Asia,0.83,1726.87,2022-04-10,2023-05-16,Fall,Evening,Email Campaign,496.5044869511357,1272.7989413410141,-776.2944543898784,114,2023-06-23,-156.35195145100042
CUST_TQH2MG,PROD_YN00AK,TRANS_QQQ72M,9,170.67,Electronics,6,Europe,0.53,7037.07,2020-08-09,2023-09-12,Spring,Morning,Email Campaign,2074.602875949291,2486.6920842672594,-412.0892083179683,508,2023-11-27,-19.86352246472259
CUST_LRSI2K,PROD_16VBKR,TRANS_1P31HF,2,111.7,Home,43,North America,0.41,8918.77,2021-04-27,2023-12-06,Winter,Evening,Email Campaign,950.2701234338925,2159.7016758391687,-1209.4315524052763,56,2023-03-09,-127.27239577257032
CUST_VX5PSF,PROD_KFNOT6,TRANS_57H7WT,6,150.42,Sports,31,Asia,0.74,5397.26,2021-12-13,2023-10-21,Fall,Evening,Email Campaign,3505.2603356220625,912.1644572708751,2593.0958783511874,556,2023-07-06,73.97726930576192
CUST_NOFR78,PROD_1XSM31,TRANS_A1CQRI,10,184.1,Sports,25,North America,0.44,9987.4,2020-04-03,2023-03-26,Winter,Afternoon,Discount,1795.888660035149,698.7522155314601,1097.1364445036888,724,2023-05-18,61.09156257394128
CUST_2FAAG3,PROD_F7KX58,TRANS_TEUAOD,14,167.69,Electronics,34,Asia,0.58,5452.89,2020-10-20,2023-09-03,Winter,Evening,Loyalty Program,4880.489984213583,985.3522366546694,3895.1377475589134,352,2023-12-20,79.81038297708044
CUST_V7YLQW,PROD_4VJQRI,TRANS_VCM5CP,15,94.97,Electronics,59,South America,0.93,2681.1,2022-12-28,2023-05-02,Fall,Afternoon,Email Campaign,3240.763178992127,2034.9920254715396,1205.7711535205874,329,2023-11-04,37.206395127445894
CUST_CTWXTK,PROD_1MR9LK,TRANS_NBRRV2,6,135.9,Clothing,71,Asia,0.35,4023.8,2020-10-12,2023-10-17,Summer,Morning,Discount,4130.154761808369,1121.1522535592535,3009.002508249115,546,2023-11-26,72.85447354354434
CUST_4HBET7,PROD_KE5THX,TRANS_0BYKES,4,83.17,Electronics,27,South America,0.41,7707.16,2020-08-22,2023-06-11,Spring,Afternoon,Loyalty Program,749.3708964350573,3793.029881350503,-3043.6589849154457,270,2023-08-26,-406.16188851140123
CUST_4RZXHM,PROD_XXM16W,TRANS_W6BYJE,18,99.45,Clothing,60,South America,1.0,2316.73,2020-07-02,2023-12-27,Summer,Afternoon,Discount,4323.870963135851,1882.2676246439478,2441.603338491903,196,2023-01-18,56.46799729474699
CUST_FYD7DL,PROD_QNUFJ4,TRANS_347GXC,2,176.42,Electronics,15,South America,0.51,8972.16,2021-03-24,2023-02-26,Winter,Morning,Email Campaign,4621.5102335156325,282.2442653513164,4339.265968164316,413,2023-03-17,93.89281314786551
CUST_R921SM,PROD_74U2Z0,TRANS_N53N0H,13,82.99,Clothing,41,South America,0.04,3939.74,2020-06-16,2023-09-07,Summer,Evening,Loyalty Program,2486.603402212786,2930.6023030547017,-443.99890084191566,637,2023-05-31,-17.855637953636215
CUST_KOQQRI,PROD_AMGSPV,TRANS_BUAJSK,11,115.79,Home,41,Europe,0.33,6271.63,2022-09-19,2023-01-30,Summer,Morning,Loyalty Program,3070.6393949797894,1348.938888425509,1721.7005065542803,79,2023-04-18,56.069771962448634
CUST_83BI5L,PROD_Y0MI8V,TRANS_F4KTG2,18,176.42,Electronics,26,Asia,0.61,2312.67,2020-04-19,2023-12-22,Winter,Evening,Discount,3847.568024424678,2631.281281630078,1216.2867427945998,767,2023-06-02,31.611832073494522
CUST_JXXP1J,PROD_JIDGIC,TRANS_4OMOYM,13,76.27,Sports,62,North America,0.96,264.0,2020-05-27,2023-05-21,Spring,Afternoon,Loyalty Program,956.7092735760215,1154.3977635667663,-197.68848999074487,657,2023-11-12,-20.663381807915158
CUST_X1UHSV,PROD_EYR5B2,TRANS_DL8TD3,17,142.44,Clothing,57,North America,0.71,4421.33,2022-11-17,2023-08-25,Spring,Evening,Discount,2562.573774670868,2304.4377798466135,258.13599482425434,83,2023-02-06,10.073309786267865
CUST_8RPH58,PROD_JE4YZR,TRANS_A4YTJY,12,141.18,Sports,78,Europe,0.86,6136.45,2021-06-01,2023-06-20,Winter,Afternoon,Email Campaign,2053.4488360843343,3100.0023939894854,-1046.5535579051511,742,2023-11-29,-50.96565054432014
CUST_97RSZ2,PROD_4GMBFB,TRANS_PS4WT6,14,94.43,Clothing,41,Asia,0.65,2207.86,2021-11-25,2023-01-02,Winter,Afternoon,Email Campaign,817.2325615950207,3715.634530009488,-2898.4019684144673,137,2023-05-26,-354.6606075946799
CUST_2XUT3N,PROD_A72IMR,TRANS_KG8TVE,12,96.34,Sports,65,Europe,0.1,7709.44,2022-01-02,2023-12-20,Fall,Afternoon,Discount,1900.918669228504,1081.4522205106543,819.4664487178497,539,2023-05-06,43.10896946740145
CUST_FW9B49,PROD_Q4S2H2,TRANS_T3WP5Y,18,167.15,Clothing,79,North America,0.68,1186.03,2022-01-02,2023-01-31,Winter,Morning,Discount,434.04431598891847,1372.6849564459756,-938.6406404570571,689,2023-10-12,-216.25456338910368
CUST_GZTSWD,PROD_DY7238,TRANS_D2AF83,17,116.81,Home,20,North America,0.47,9164.2,2020-05-09,2023-06-04,Fall,Afternoon,Discount,226.47834405248622,1883.8523601294617,-1657.3740160769755,719,2023-04-18,-731.8024259718537
CUST_KKCWRE,PROD_VFAU4O,TRANS_25KDDR,19,47.69,Clothing,13,Europe,0.7,1237.1,2021-11-08,2023-10-23,Winter,Morning,Email Campaign,762.3148168586315,3712.340609057156,-2950.025792198525,933,2023-10-13,-386.9826122959376
CUST_IMCVDC,PROD_3IO8NP,TRANS_M5EXHZ,8,109.08,Electronics,38,North America,0.13,626.06,2020-06-15,2023-03-15,Summer,Evening,Email Campaign,4819.264046786951,3610.4780844020956,1208.7859623848558,924,2023-08-28,25.082376700043334
CUST_P5QX2P,PROD_WYYVOR,TRANS_5C7EAD,18,177.95,Clothing,16,Europe,0.1,1295.77,2021-10-20,2023-06-27,Winter,Afternoon,Discount,2792.694725885583,405.01920639752024,2387.675519488063,306,2023-04-12,85.49719012810877
CUST_1VFPOM,PROD_P6BA32,TRANS_GJLP3G,18,113.24,Electronics,59,South America,0.07,3305.44,2020-03-12,2023-07-21,Summer,Evening,Loyalty Program,4832.528589650778,571.1228117275529,4261.405777923224,311,2023-08-08,88.18169823246042
CUST_QNYLD7,PROD_0PPQZZ,TRANS_3UN5QC,7,151.7,Clothing,74,South America,0.05,1185.05,2021-04-25,2023-08-07,Winter,Afternoon,Loyalty Program,2219.2396038176466,2007.2612504560211,211.97835336162552,388,2023-01-07,9.551846181771891
CUST_6HRKXY,PROD_9BRBK1,TRANS_5S9FX4,1,172.88,Sports,24,North America,0.99,3466.14,2020-07-25,2023-02-17,Summer,Afternoon,Discount,1627.8990521177718,471.1461275814228,1156.752924536349,725,2023-08-04,71.05802555947815
CUST_ZWKJWL,PROD_6C51JJ,TRANS_0WBZ4X,8,94.88,Clothing,53,North America,0.53,9116.52,2021-11-09,2023-05-20,Spring,Evening,Loyalty Program,2580.095127917196,1415.044449727355,1165.050678189841,866,2023-06-18,45.15533809524063
CUST_AYFCKE,PROD_5FBZ94,TRANS_6ZSS6N,19,153.2,Clothing,40,North America,0.98,2972.25,2020-07-25,2023-07-30,Winter,Morning,Email Campaign,2253.6072743012596,636.1222439590367,1617.485030342223,915,2023-03-15,71.77315447935493
CUST_YPLPDQ,PROD_UTOJ44,TRANS_0VA1Q5,12,162.62,Sports,83,North America,0.14,142.35,2020-01-04,2023-11-18,Winter,Morning,Email Campaign,617.7569528825452,2562.359402770949,-1944.602449888404,549,2023-10-20,-314.78438904080343
CUST_IZD8FP,PROD_QRUYYY,TRANS_XE8GZ8,7,83.22,Clothing,73,Europe,0.98,1416.84,2020-02-04,2023-04-27,Spring,Morning,Loyalty Program,3240.0489419820105,3800.506955369689,-560.4580133876784,506,2023-01-27,-17.297825539784398
CUST_VCQSGR,PROD_TYSHGK,TRANS_6351XL,2,72.47,Sports,41,Asia,0.16,3408.55,2020-06-08,2023-05-03,Spring,Morning,Email Campaign,1158.587094297038,3987.098392662807,-2828.511298365769,388,2023-10-04,-244.1345421754367
CUST_HLQ4E3,PROD_6C3SOF,TRANS_XWL65R,9,52.08,Home,61,Asia,0.89,7854.03,2020-06-27,2023-09-01,Winter,Afternoon,Discount,3135.980978999365,1532.2024733628136,1603.7785056365515,293,2023-02-12,51.14120641599964
CUST_5G1ZN0,PROD_EAQGKE,TRANS_ZACNSH,12,113.29,Electronics,73,Asia,0.26,3225.0,2021-08-15,2023-05-22,Spring,Evening,Discount,3285.9853527509517,2416.0999166027186,869.8854361482331,179,2023-11-03,26.47259019033621
CUST_BOA9MI,PROD_8TTRYM,TRANS_VHHCVR,3,154.96,Electronics,7,South America,0.71,4175.44,2022-05-21,2023-10-24,Winter,Afternoon,Discount,844.9217803303758,3432.257231420121,-2587.335451089745,672,2023-04-03,-306.22189075041507
CUST_BJJ43N,PROD_67ZLG3,TRANS_CKYGFP,17,83.1,Home,80,Europe,0.18,5681.69,2020-12-25,2023-02-01,Fall,Evening,Email Campaign,400.61317284227397,513.9751875457167,-113.36201470344275,429,2023-03-12,-28.29712610275915
CUST_O0Z16W,PROD_EQK999,TRANS_JWV98O,14,86.94,Clothing,81,Europe,0.3,8773.17,2021-10-14,2023-08-07,Winter,Afternoon,Loyalty Program,3925.7317717353553,2773.779423655262,1151.9523480800935,880,2023-09-26,29.34363362199036
CUST_0R8BLV,PROD_Q7814X,TRANS_F22JOK,11,182.71,Clothing,53,South America,1.0,5232.99,2022-03-11,2023-04-26,Summer,Evening,Email Campaign,2353.0220764696687,1664.9324638140197,688.089612655649,524,2023-04-19,29.242803097199022
CUST_PS39WI,PROD_Y4O1FY,TRANS_624H0U,8,148.55,Clothing,29,Europe,0.59,1205.26,2020-01-17,2023-03-02,Fall,Morning,Discount,385.0025979768314,864.2773331066481,-479.27473512981675,681,2023-06-30,-124.48610415835645
CUST_S34ZAO,PROD_JBHVZM,TRANS_H0H2L2,1,99.99,Electronics,13,South America,0.39,3223.65,2020-07-30,2023-02-18,Spring,Evening,Email Campaign,4974.844954131859,1640.8767940523958,3333.968160079463,312,2023-08-03,67.01652394835813
CUST_TKV3QD,PROD_BYGI70,TRANS_ID275K,6,29.16,Home,42,North America,0.46,3718.95,2022-06-17,2023-09-09,Winter,Morning,Discount,383.1247488821965,350.04313351142156,33.081615370774955,80,2023-04-24,8.634685038566097
CUST_VZYV0F,PROD_C42K0B,TRANS_42HUPF,13,56.26,Sports,73,Europe,0.78,6564.23,2020-07-02,2023-02-16,Summer,Afternoon,Discount,3505.6726214069104,2796.858236927758,708.8143844791525,14,2023-07-04,20.2190695203789
CUST_OBIAW6,PROD_SY9WD1,TRANS_27COQT,12,94.47,Clothing,77,South America,0.4,1652.01,2020-10-28,2023-06-02,Spring,Evening,Loyalty Program,4920.026733790727,1048.3335415563897,3871.6931922343374,54,2023-05-05,78.69252347032104
CUST_9SRCEX,PROD_UJOG1K,TRANS_84A05G,12,76.74,Sports,25,Europe,0.55,8016.02,2022-04-09,2023-08-03,Summer,Afternoon,Discount,1271.9825106580356,1280.052297927268,-8.069787269232393,447,2023-04-15,-0.6344259611759633
CUST_C8CIJT,PROD_K95NXW,TRANS_IECVGU,10,47.05,Electronics,84,North America,0.54,6469.3,2021-01-05,2023-10-22,Fall,Afternoon,Email Campaign,797.0219065672612,528.2711280537778,268.7507785134834,766,2023-08-25,33.71937161313186
CUST_09IFDZ,PROD_57X2BK,TRANS_P6MQWV,12,79.13,Clothing,35,Asia,0.52,8719.26,2021-06-07,2023-02-18,Spring,Afternoon,Email Campaign,694.7862031699016,3465.4034998650723,-2770.617296695171,65,2023-05-21,-398.7726417212188
CUST_LR2LJT,PROD_MRVVAF,TRANS_TNYNG0,1,57.75,Home,25,South America,0.57,4980.06,2021-12-08,2023-09-20,Spring,Morning,Email Campaign,1586.048223081218,1999.1049031668174,-413.0566800855993,372,2023-10-20,-26.043135011566893
CUST_8D7JES,PROD_MTQF36,TRANS_VE5MSX,7,182.06,Clothing,59,North America,0.93,6349.89,2022-03-25,2023-06-08,Summer,Evening,Email Campaign,595.1244739521687,2309.980167256281,-1714.8556933041125,503,2023-06-07,-288.1507597756665
CUST_8GTQI2,PROD_A4JJNL,TRANS_XD0PWY,12,52.89,Electronics,64,South America,0.86,3498.56,2021-10-17,2023-12-14,Summer,Afternoon,Loyalty Program,3491.5905743012463,2299.2590982246757,1192.3314760765707,570,2023-10-01,34.148662356129364
CUST_XF461I,PROD_H7YIPJ,TRANS_9Q5WYJ,12,46.66,Clothing,8,Europe,0.33,3004.57,2020-01-09,2023-12-30,Winter,Evening,Discount,405.2298108373072,1671.4478024383,-1266.2179916009927,96,2023-12-07,-312.46911202921285
CUST_7X2BXU,PROD_XDI023,TRANS_YGGXZA,5,68.56,Electronics,31,Asia,0.4,5630.58,2020-06-22,2023-01-15,Winter,Morning,Email Campaign,2596.1684279339697,810.4931659806509,1785.6752619533188,533,2023-04-27,68.78117932334455
CUST_OC92Q1,PROD_RDMT78,TRANS_L5D1M7,4,193.48,Electronics,12,Europe,0.83,2295.48,2022-04-19,2023-09-14,Spring,Afternoon,Loyalty Program,4983.814583879586,2993.2743565686797,1990.5402273109066,260,2023-03-03,39.940093954325974
CUST_E86W98,PROD_47IC2C,TRANS_7CBRTO,11,151.58,Electronics,73,Asia,0.76,6367.01,2021-07-23,2023-01-14,Spring,Morning,Email Campaign,4088.454320579492,551.8722481628135,3536.582072416679,585,2023-01-24,86.50168976121539
CUST_NI7CKB,PROD_PNNB5D,TRANS_E98FUK,10,196.37,Home,35,Asia,0.19,1149.35,2020-10-24,2023-08-15,Summer,Evening,Loyalty Program,3114.5752473319535,460.30147160130144,2654.2737757306522,248,2023-03-01,85.2210515062813
CUST_LDUR89,PROD_26VMCP,TRANS_PYFFKA,9,131.44,Clothing,82,Asia,0.01,8833.51,2020-12-24,2023-04-14,Spring,Afternoon,Loyalty Program,1600.6427418543972,2855.0728985061883,-1254.430156651791,127,2023-12-28,-78.37040232965992
CUST_2UVSWC,PROD_RA7ZPG,TRANS_GF6RU4,15,24.05,Home,29,Europe,0.96,4739.18,2022-01-24,2023-07-30,Summer,Evening,Discount,3157.0895978290287,874.9062307853361,2282.1833670436927,499,2023-11-12,72.28757044504012
CUST_4DV8NA,PROD_0GQCTS,TRANS_WZMXFC,12,72.26,Clothing,62,Asia,0.39,6843.04,2020-05-25,2023-08-07,Fall,Evening,Loyalty Program,2682.503173167093,1261.7523678436878,1420.750805323405,46,2023-09-22,52.96362067844259
CUST_PVCMFJ,PROD_YRYF9Y,TRANS_GUPTBS,9,178.38,Clothing,55,North America,0.78,8171.8,2020-10-22,2023-09-05,Winter,Evening,Loyalty Program,2187.8085810628204,1927.148494656874,260.66008640594646,982,2023-06-29,11.914208978891555
CUST_AT0ZN8,PROD_0GWNP5,TRANS_AMMBAB,15,79.66,Clothing,24,Asia,0.83,9263.37,2022-08-24,2023-11-09,Winter,Afternoon,Loyalty Program,740.4808460269775,1824.9377010817075,-1084.45685505473,268,2023-08-20,-146.4530596400087
CUST_IJ8A5N,PROD_9EA4AJ,TRANS_MJ3LCD,5,97.06,Sports,59,Asia,0.79,9773.32,2021-09-10,2023-01-23,Summer,Morning,Discount,4444.360654678287,2848.887544006747,1595.4731106715399,640,2023-05-23,35.89882177973316
CUST_T8CM8N,PROD_TW5O74,TRANS_E584EW,18,126.82,Electronics,12,North America,0.14,5612.54,2020-11-25,2023-12-11,Summer,Afternoon,Loyalty Program,2303.9447792244805,2512.555584101276,-208.61080487679556,542,2023-11-29,-9.054505418615763
CUST_TI6P32,PROD_GVLYMU,TRANS_EB2EB0,10,150.68,Sports,64,North America,0.51,5624.32,2021-12-19,2023-08-15,Fall,Afternoon,Email Campaign,1053.6503079217487,2595.3648410133696,-1541.714533091621,94,2023-09-02,-146.32127201030718
CUST_3U10WJ,PROD_WJ2ABO,TRANS_0KXTIA,19,64.6,Clothing,33,North America,0.63,2027.43,2021-07-16,2023-11-22,Fall,Afternoon,Discount,1902.020819298719,2870.5146060890565,-968.4937867903375,736,2023-03-22,-50.91920009305808
CUST_YAQUE6,PROD_N2AZMU,TRANS_PXIZ63,17,43.11,Clothing,9,Europe,0.15,1701.03,2021-12-01,2023-01-02,Fall,Evening,Discount,2129.2357873917426,1205.820273322688,923.4155140690546,316,2023-05-06,43.36840097921771
CUST_7RY7IX,PROD_413UFA,TRANS_O61R9I,12,51.65,Electronics,68,Asia,0.22,3444.11,2020-11-24,2023-06-11,Spring,Evening,Discount,4154.935688277685,1323.2165816118709,2831.719106665814,612,2023-05-17,68.1531392809506
CUST_Q823XP,PROD_QSZ2FM,TRANS_TDTXS2,14,172.18,Clothing,24,South America,0.33,5652.3,2021-11-22,2023-01-13,Spring,Morning,Loyalty Program,3694.71046475087,1780.0911041874388,1914.6193605634312,71,2023-02-25,51.82055207924206
CUST_IDR0HA,PROD_441K7V,TRANS_UGQOJ9,18,156.85,Home,22,South America,0.1,1148.32,2021-04-24,2023-03-23,Summer,Morning,Loyalty Program,3869.593978842565,1264.475583482428,2605.1183953601367,593,2023-08-01,67.32278398208989
CUST_3CMLGC,PROD_LEHL0P,TRANS_LAS9ST,11,90.72,Home,53,Asia,0.95,9028.77,2021-12-31,2023-06-22,Winter,Afternoon,Loyalty Program,154.05319570037136,3940.5045824349104,-3786.451386734539,449,2023-04-04,-2457.8856475649286
CUST_R18FXT,PROD_EMNWWM,TRANS_HCFPPI,2,181.51,Sports,23,Europe,0.12,1631.2,2020-01-27,2023-10-25,Spring,Afternoon,Email Campaign,2139.1545910808313,3265.505109364647,-1126.3505182838157,910,2023-10-19,-52.65400279999001
CUST_5AE0U1,PROD_5ZP5H7,TRANS_TOF9F7,6,143.0,Electronics,55,South America,0.15,6142.11,2022-05-02,2023-03-31,Summer,Afternoon,Email Campaign,2458.5863430130858,700.3860186113168,1758.200324401769,367,2023-05-08,71.51265317153886
CUST_VCAII2,PROD_FMK8V8,TRANS_MTDJ1X,2,112.21,Sports,88,North America,0.08,3139.04,2020-09-08,2023-07-07,Fall,Morning,Loyalty Program,194.04215643297778,72.09691573338458,121.9452406995932,812,2023-08-05,62.844715262537875
CUST_8RM5BM,PROD_XCBWX0,TRANS_T04088,19,139.27,Electronics,58,Europe,0.19,9362.41,2020-07-08,2023-08-29,Winter,Afternoon,Email Campaign,1373.0847228506677,218.99390957670803,1154.0908132739596,620,2023-07-18,84.05095432698036
CUST_7P8NSW,PROD_RCGLEQ,TRANS_TLWGYS,16,23.11,Sports,38,North America,0.99,8400.88,2021-06-23,2023-01-30,Winter,Morning,Email Campaign,3825.4201332984617,1014.0506316195548,2811.369501678907,614,2023-01-20,73.4917840058213
CUST_0OCAX6,PROD_M9750T,TRANS_5V85PY,1,129.83,Home,18,South America,0.15,7665.2,2022-04-05,2023-10-17,Spring,Evening,Discount,771.8375580720954,501.4505790555834,270.386979016512,410,2023-02-24,35.031591322387534
